siteid,sitename_x,station_code,lat_x,lon_x,monitordate,PM10,O3,CO,SO2,WS_HR,RH,PM2.5,CH4,AMB_TEMP,WIND_SPEED,NMHC,THC,NO2,NO,NOx,system:index,Albedo,BSI,EVI,LST_C,MNDWI,NDBI,NDVI,NDWI,SAVI,image_date,image_id,lat_y,lon_y,month,sitename_y,year,.geo,date_diff_days
39,Xingang,39,23.554839,120.345531,12/04/2025,50,32,0.24,1.8,1.9,68,18.7,0,19.3,2.1,0,0,8,0.4,8.6,2_LC09_118044_20250416_37_0,0.14332369,0.076498681,0.235580347,37.74793532,-0.429422312,0.043632645,0.393156167,-0.393156167,0.223647741,16/04/2025,2_LC09_118044_20250416,23.554839,120.345531,4,Xingang,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",4
39,Xingang,39,23.554839,120.345531,05/05/2025,42,39,0.2,1.4,1.6,84,18,0,28.7,1.9,0,0,3,0.6,4.4,2_LC09_118044_20250502_37_0,0.155205835,0.057739543,0.267618915,40.7011046,-0.422629145,0.023874367,0.415780672,-0.402819225,0.248134121,02/05/2025,2_LC09_118044_20250502,23.554839,120.345531,5,Xingang,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",-3
39,Xingang,39,23.554839,120.345531,06/05/2025,19,24,0.22,0.5,0.9,93,10.4,0,27.9,1.1,0,0,5,0.6,6.6,2_LC09_118044_20250502_37_0,0.155205835,0.057739543,0.267618915,40.7011046,-0.422629145,0.023874367,0.415780672,-0.402819225,0.248134121,02/05/2025,2_LC09_118044_20250502,23.554839,120.345531,5,Xingang,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",-4
39,Xingang,39,23.554839,120.345531,07/05/2025,17,28,0.16,1.8,0.9,84,5.8,0,27.8,1.2,0,0,6,1.2,7.7,2_LC09_118044_20250502_37_0,0.155205835,0.057739543,0.267618915,40.7011046,-0.422629145,0.023874367,0.415780672,-0.402819225,0.248134121,02/05/2025,2_LC09_118044_20250502,23.554839,120.345531,5,Xingang,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",-5
39,Xingang,39,23.554839,120.345531,08/05/2025,24,19,0.18,0.8,2.3,88,8.9,0,28.5,2.6,0,0,4,1.5,6.5,2_LC09_118044_20250502_37_0,0.155205835,0.057739543,0.267618915,40.7011046,-0.422629145,0.023874367,0.415780672,-0.402819225,0.248134121,02/05/2025,2_LC09_118044_20250502,23.554839,120.345531,5,Xingang,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",-6
39,Xingang,39,23.554839,120.345531,09/05/2025,32,41,0.19,1.9,1.3,79,17.8,0,30.5,1.6,0,0,5,0.3,5.9,2_LC09_118044_20250502_37_0,0.155205835,0.057739543,0.267618915,40.7011046,-0.422629145,0.023874367,0.415780672,-0.402819225,0.248134121,02/05/2025,2_LC09_118044_20250502,23.554839,120.345531,5,Xingang,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",-7
39,Xingang,39,23.554839,120.345531,10/05/2025,32,32,0.17,2.8,1.2,78,18.1,0,29.8,1.4,0,0,6,1.4,7.5,2_LC09_118044_20250502_37_0,0.155205835,0.057739543,0.267618915,40.7011046,-0.422629145,0.023874367,0.415780672,-0.402819225,0.248134121,02/05/2025,2_LC09_118044_20250502,23.554839,120.345531,5,Xingang,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",-8
39,Xingang,39,23.554839,120.345531,05/06/2025,31,36,0.19,1.2,1.3,81,16.2,0,29,1.5,0,0,4,0,4,1_LC08_118044_20250611_37_0,0.167306743,-0.025099899,0.364023693,45.3154316,-0.420153551,-0.077099475,0.522658528,-0.481650619,0.332706864,11/06/2025,1_LC08_118044_20250611,23.554839,120.345531,6,Xingang,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",6
39,Xingang,39,23.554839,120.345531,06/06/2025,19,19,0.26,0.9,0.6,92,8.2,0,28.2,0.8,0,0,9,1.1,10.6,1_LC08_118044_20250611_37_0,0.167306743,-0.025099899,0.364023693,45.3154316,-0.420153551,-0.077099475,0.522658528,-0.481650619,0.332706864,11/06/2025,1_LC08_118044_20250611,23.554839,120.345531,6,Xingang,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",5
39,Xingang,39,23.554839,120.345531,07/06/2025,22,18,0.19,1.6,0.7,92,8,0,26.4,1,0,0,5,1.1,6.6,1_LC08_118044_20250611_37_0,0.167306743,-0.025099899,0.364023693,45.3154316,-0.420153551,-0.077099475,0.522658528,-0.481650619,0.332706864,11/06/2025,1_LC08_118044_20250611,23.554839,120.345531,6,Xingang,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",4
39,Xingang,39,23.554839,120.345531,08/06/2025,22,20,0.12,1.3,1.7,81,9.3,0,30,1.9,0,0,2,0.9,3.7,1_LC08_118044_20250611_37_0,0.167306743,-0.025099899,0.364023693,45.3154316,-0.420153551,-0.077099475,0.522658528,-0.481650619,0.332706864,11/06/2025,1_LC08_118044_20250611,23.554839,120.345531,6,Xingang,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",3
39,Xingang,39,23.554839,120.345531,09/06/2025,25,30,0.14,2.6,1.3,80,10.9,0,30.8,1.5,0,0,4,1.2,6.2,1_LC08_118044_20250611_37_0,0.167306743,-0.025099899,0.364023693,45.3154316,-0.420153551,-0.077099475,0.522658528,-0.481650619,0.332706864,11/06/2025,1_LC08_118044_20250611,23.554839,120.345531,6,Xingang,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",2
39,Xingang,39,23.554839,120.345531,10/06/2025,30,37,0.11,1.4,1.7,83,14.2,0,29.8,2.1,0,0,3,0.1,3.7,1_LC08_118044_20250611_37_0,0.167306743,-0.025099899,0.364023693,45.3154316,-0.420153551,-0.077099475,0.522658528,-0.481650619,0.332706864,11/06/2025,1_LC08_118044_20250611,23.554839,120.345531,6,Xingang,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",1
39,Xingang,39,23.554839,120.345531,11/06/2025,32,41,0.17,1.4,1.5,81,10.7,0,25.9,1.7,0,0,6,0.3,7,1_LC08_118044_20250611_37_0,0.167306743,-0.025099899,0.364023693,45.3154316,-0.420153551,-0.077099475,0.522658528,-0.481650619,0.332706864,11/06/2025,1_LC08_118044_20250611,23.554839,120.345531,6,Xingang,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",0
39,Xingang,39,23.554839,120.345531,12/06/2025,33,29,0.22,1.9,1.8,80,15.6,0,19.8,2,0,0,7,0.5,8.3,1_LC08_118044_20250611_37_0,0.167306743,-0.025099899,0.364023693,45.3154316,-0.420153551,-0.077099475,0.522658528,-0.481650619,0.332706864,11/06/2025,1_LC08_118044_20250611,23.554839,120.345531,6,Xingang,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",-1
39,Xingang,39,23.554839,120.345531,05/09/2025,26,20,0.16,1.5,1.9,80,9.2,0,29.4,2.2,0,0,6,1.1,7.6,1_LC08_118044_20250830_37_0,0.14640974,0.029438408,0.326966316,43.77390458,-0.520760915,-0.01117666,0.54081552,-0.528859418,0.314445458,30/08/2025,1_LC08_118044_20250830,23.554839,120.345531,8,Xingang,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",-6
39,Xingang,39,23.554839,120.345531,06/09/2025,20,16,0.11,2.7,1.3,82,7.5,0,30.5,1.6,0,0,5,1.4,6.7,1_LC08_118044_20250830_37_0,0.14640974,0.029438408,0.326966316,43.77390458,-0.520760915,-0.01117666,0.54081552,-0.528859418,0.314445458,30/08/2025,1_LC08_118044_20250830,23.554839,120.345531,8,Xingang,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",-7
39,Xingang,39,23.554839,120.345531,07/09/2025,20,23,0.15,0.9,2.2,92,7.1,0,27.5,2.4,0,0,4,0.8,4.9,1_LC08_118044_20250830_37_0,0.14640974,0.029438408,0.326966316,43.77390458,-0.520760915,-0.01117666,0.54081552,-0.528859418,0.314445458,30/08/2025,1_LC08_118044_20250830,23.554839,120.345531,8,Xingang,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",-8
39,Xingang,39,23.554839,120.345531,08/09/2025,20,20,0.18,5.7,1.3,81,7.3,0,30.4,1.5,0,0,5,1,6.2,1_LC08_118044_20250915_37_0,0.140355368,-0.060487582,0.337611297,44.56004918,-0.425225647,-0.111762683,0.540307861,-0.512626102,0.309901736,15/09/2025,1_LC08_118044_20250915,23.554839,120.345531,9,Xingang,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",7
39,Xingang,39,23.554839,120.345531,09/09/2025,15,14,0.12,1.5,0.9,79,5.2,0,30.2,1.1,0,0,5,2.1,7.7,1_LC08_118044_20250915_37_0,0.140355368,-0.060487582,0.337611297,44.56004918,-0.425225647,-0.111762683,0.540307861,-0.512626102,0.309901736,15/09/2025,1_LC08_118044_20250915,23.554839,120.345531,9,Xingang,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",6
39,Xingang,39,23.554839,120.345531,10/09/2025,48,33,0.22,1.3,1.2,81,20.1,0,29.5,1.6,0,0,7,0.8,8.2,1_LC08_118044_20250915_37_0,0.140355368,-0.060487582,0.337611297,44.56004918,-0.425225647,-0.111762683,0.540307861,-0.512626102,0.309901736,15/09/2025,1_LC08_118044_20250915,23.554839,120.345531,9,Xingang,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",5
39,Xingang,39,23.554839,120.345531,11/09/2025,50,36,0.22,1.7,1.4,85,18.4,0,26.3,1.7,0,0,6,0.5,6.9,1_LC08_118044_20250915_37_0,0.140355368,-0.060487582,0.337611297,44.56004918,-0.425225647,-0.111762683,0.540307861,-0.512626102,0.309901736,15/09/2025,1_LC08_118044_20250915,23.554839,120.345531,9,Xingang,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",4
39,Xingang,39,23.554839,120.345531,12/09/2025,39,34,0.22,1.8,1.8,84,15.7,0,20.5,2,0,0,7,0.5,8.2,1_LC08_118044_20250915_37_0,0.140355368,-0.060487582,0.337611297,44.56004918,-0.425225647,-0.111762683,0.540307861,-0.512626102,0.309901736,15/09/2025,1_LC08_118044_20250915,23.554839,120.345531,9,Xingang,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",3
39,Xingang,39,23.554839,120.345531,05/01/2026,27,51,0.24,1.7,2,79,13,0,23.4,2.2,0,0,3,0.9,4.9,2_LC09_118044_20260113_37_0,0.087803335,-0.040562559,0.18727467,26.15059346,-0.324498206,-0.142154886,0.45190031,-0.446076048,0.196992913,13/01/2026,2_LC09_118044_20260113,23.554839,120.345531,1,Xingang,2026,"{""type"":""MultiPoint"",""coordinates"":[]}",8
39,Xingang,39,23.554839,120.345531,06/02/2026,49,43,0.18,1.5,1.1,68,21.3,0,29.5,1.3,0,0,4,1,5.5,2_LC09_118044_20260214_37_0,0.128945425,0.191611914,0.127430149,33.73859786,-0.447912023,0.207161442,0.238831831,-0.265374728,0.122019934,14/02/2026,2_LC09_118044_20260214,23.554839,120.345531,2,Xingang,2026,"{""type"":""MultiPoint"",""coordinates"":[]}",8
39,Xingang,39,23.554839,120.345531,01/03/2026,36,29,0.24,2.3,1.9,64,15.3,0,15.2,2.1,0,0,7,1.6,9,1_LC08_118044_20260222_37_0,0.13391418,0.07770747,0.164249314,32.28935738,-0.347030508,0.04508842,0.281760622,-0.306741693,0.153875137,22/02/2026,1_LC08_118044_20260222,23.554839,120.345531,2,Xingang,2026,"{""type"":""MultiPoint"",""coordinates"":[]}",-7
39,Xingang,39,23.554839,120.345531,02/03/2026,56,40,0.34,1.4,2.3,77,24.6,0,17.2,2.5,0,0,7,1.3,8.4,1_LC08_118044_20260222_37_0,0.13391418,0.07770747,0.164249314,32.28935738,-0.347030508,0.04508842,0.281760622,-0.306741693,0.153875137,22/02/2026,1_LC08_118044_20260222,23.554839,120.345531,2,Xingang,2026,"{""type"":""MultiPoint"",""coordinates"":[]}",-8
39,Xingang,39,23.554839,120.345531,03/04/2026,22,27,0.24,2.1,2,83,9.7,0,18.4,2.2,0,0,9,1.1,10.6,1_LC08_118044_20260411_37_0,0.15429641,0.028336982,0.272211203,38.43153932,-0.394514239,0.003368513,0.405001619,-0.391666221,0.23900424,11/04/2026,1_LC08_118044_20260411,23.554839,120.345531,4,Xingang,2026,"{""type"":""MultiPoint"",""coordinates"":[]}",8
39,Xingang,39,23.554839,120.345531,05/04/2026,41,42,0.28,1.9,2.5,74,19,0,25.3,2.8,0,0,6,1.1,7.7,1_LC08_118044_20260411_37_0,0.15429641,0.028336982,0.272211203,38.43153932,-0.394514239,0.003368513,0.405001619,-0.391666221,0.23900424,11/04/2026,1_LC08_118044_20260411,23.554839,120.345531,4,Xingang,2026,"{""type"":""MultiPoint"",""coordinates"":[]}",6
43,Xinying,43,23.305633,120.31725,08/04/2025,9,21,0.17,0.4,0.7,94,4.5,2.21,26.1,1.1,0.03,2.25,5,0.9,6.8,2_LC09_118044_20250416_41_0,0.176796635,0.029317984,0.136536519,40.91985788,-0.143460062,-0.070754664,0.189412345,-0.212062195,0.12632355,16/04/2025,2_LC09_118044_20250416,23.305633,120.31725,4,Xinying,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",8
43,Xinying,43,23.305633,120.31725,09/04/2025,24,35,0.19,0.8,1.1,69,12,2.27,30.5,1.5,0.03,2.31,5,0.8,5.9,2_LC09_118044_20250416_41_0,0.176796635,0.029317984,0.136536519,40.91985788,-0.143460062,-0.070754664,0.189412345,-0.212062195,0.12632355,16/04/2025,2_LC09_118044_20250416,23.305633,120.31725,4,Xinying,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",7
43,Xinying,43,23.305633,120.31725,10/04/2025,36,37,0.25,1.4,1,70,19.8,2.27,30.2,1.3,0.05,2.34,7,0.7,8,2_LC09_118044_20250416_41_0,0.176796635,0.029317984,0.136536519,40.91985788,-0.143460062,-0.070754664,0.189412345,-0.212062195,0.12632355,16/04/2025,2_LC09_118044_20250416,23.305633,120.31725,4,Xinying,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",6
43,Xinying,43,23.305633,120.31725,11/04/2025,38,34,0.26,1.4,1.7,75,12.8,2.15,24.6,2,0.05,2.2,9,1.3,11,2_LC09_118044_20250416_41_0,0.176796635,0.029317984,0.136536519,40.91985788,-0.143460062,-0.070754664,0.189412345,-0.212062195,0.12632355,16/04/2025,2_LC09_118044_20250416,23.305633,120.31725,4,Xinying,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",5
43,Xinying,43,23.305633,120.31725,12/04/2025,45,30,0.25,0.9,1.6,65,18.5,2.12,19.7,1.9,0.05,2.18,11,1.1,12.5,2_LC09_118044_20250416_41_0,0.176796635,0.029317984,0.136536519,40.91985788,-0.143460062,-0.070754664,0.189412345,-0.212062195,0.12632355,16/04/2025,2_LC09_118044_20250416,23.305633,120.31725,4,Xinying,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",4
43,Xinying,43,23.305633,120.31725,05/05/2025,41,32,0.25,0.8,1.3,76,18.9,2.29,29.4,1.6,0,2.29,5,0.9,6.9,2_LC09_118044_20250502_41_0,0.180280693,0.039323603,0.138793233,45.00439178,-0.162098157,-0.048487265,0.189576426,-0.208943192,0.12698103,02/05/2025,2_LC09_118044_20250502,23.305633,120.31725,5,Xinying,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",-3
43,Xinying,43,23.305633,120.31725,06/05/2025,16,18,0.23,0.3,0.7,91,6.9,2.18,28.3,0.9,0.07,2.25,6,1.3,7.7,2_LC09_118044_20250502_41_0,0.180280693,0.039323603,0.138793233,45.00439178,-0.162098157,-0.048487265,0.189576426,-0.208943192,0.12698103,02/05/2025,2_LC09_118044_20250502,23.305633,120.31725,5,Xinying,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",-4
43,Xinying,43,23.305633,120.31725,07/05/2025,16,24,0.18,0.7,1.1,87,5.7,2.16,27.6,1.5,0.04,2.2,6,0.9,7.3,2_LC09_118044_20250502_41_0,0.180280693,0.039323603,0.138793233,45.00439178,-0.162098157,-0.048487265,0.189576426,-0.208943192,0.12698103,02/05/2025,2_LC09_118044_20250502,23.305633,120.31725,5,Xinying,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",-5
43,Xinying,43,23.305633,120.31725,08/05/2025,26,17,0.19,1.1,1.7,80,11.9,2.17,29.1,1.9,0.05,2.22,5,2.5,7.7,2_LC09_118044_20250502_41_0,0.180280693,0.039323603,0.138793233,45.00439178,-0.162098157,-0.048487265,0.189576426,-0.208943192,0.12698103,02/05/2025,2_LC09_118044_20250502,23.305633,120.31725,5,Xinying,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",-6
43,Xinying,43,23.305633,120.31725,09/05/2025,30,37,0.2,1.3,1.5,69,16.8,2.27,30.9,1.8,0.02,2.29,5,1.1,7.1,2_LC09_118044_20250502_41_0,0.180280693,0.039323603,0.138793233,45.00439178,-0.162098157,-0.048487265,0.189576426,-0.208943192,0.12698103,02/05/2025,2_LC09_118044_20250502,23.305633,120.31725,5,Xinying,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",-7
43,Xinying,43,23.305633,120.31725,10/05/2025,35,33,0.2,1.4,1,73,17.5,2.25,29.9,1.2,0.03,2.29,5,1.9,7.4,2_LC09_118044_20250502_41_0,0.180280693,0.039323603,0.138793233,45.00439178,-0.162098157,-0.048487265,0.189576426,-0.208943192,0.12698103,02/05/2025,2_LC09_118044_20250502,23.305633,120.31725,5,Xinying,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",-8
43,Xinying,43,23.305633,120.31725,05/06/2025,33,32,0.22,0.2,1,75,17.9,2.17,29.4,1.4,0,2.14,4,0.6,5.5,1_LC08_118044_20250611_41_0,0.185132188,-0.003742946,0.186264683,48.5796407,-0.164768045,-0.114594794,0.248240246,-0.274185783,0.170880836,11/06/2025,1_LC08_118044_20250611,23.305633,120.31725,6,Xinying,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",6
43,Xinying,43,23.305633,120.31725,06/06/2025,21,19,0.22,0.3,0.9,87,7.2,2.22,29,1.2,0.06,2.27,6,1.5,7.7,1_LC08_118044_20250611_41_0,0.185132188,-0.003742946,0.186264683,48.5796407,-0.164768045,-0.114594794,0.248240246,-0.274185783,0.170880836,11/06/2025,1_LC08_118044_20250611,23.305633,120.31725,6,Xinying,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",5
43,Xinying,43,23.305633,120.31725,07/06/2025,13,15,0.17,0.4,1,94,3.4,2.27,26.2,1.9,0.03,2.31,3,1.9,5.5,1_LC08_118044_20250611_41_0,0.185132188,-0.003742946,0.186264683,48.5796407,-0.164768045,-0.114594794,0.248240246,-0.274185783,0.170880836,11/06/2025,1_LC08_118044_20250611,23.305633,120.31725,6,Xinying,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",4
43,Xinying,43,23.305633,120.31725,08/06/2025,23,18,0.15,0.8,1.5,73,10.7,2.12,30.3,1.8,0.03,2.16,3,1.8,5.7,1_LC08_118044_20250611_41_0,0.185132188,-0.003742946,0.186264683,48.5796407,-0.164768045,-0.114594794,0.248240246,-0.274185783,0.170880836,11/06/2025,1_LC08_118044_20250611,23.305633,120.31725,6,Xinying,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",3
43,Xinying,43,23.305633,120.31725,09/06/2025,30,27,0.22,0.7,1.2,72,13.2,2.27,30.9,1.6,0.02,2.29,6,1.2,7.6,1_LC08_118044_20250611_41_0,0.185132188,-0.003742946,0.186264683,48.5796407,-0.164768045,-0.114594794,0.248240246,-0.274185783,0.170880836,11/06/2025,1_LC08_118044_20250611,23.305633,120.31725,6,Xinying,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",2
43,Xinying,43,23.305633,120.31725,10/06/2025,31,33,0.16,0.9,1.4,76,13.7,2.04,30.1,1.6,0,2.06,4,0.8,5.5,1_LC08_118044_20250611_41_0,0.185132188,-0.003742946,0.186264683,48.5796407,-0.164768045,-0.114594794,0.248240246,-0.274185783,0.170880836,11/06/2025,1_LC08_118044_20250611,23.305633,120.31725,6,Xinying,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",1
43,Xinying,43,23.305633,120.31725,11/06/2025,39,31,0.23,1.5,1.1,76,12.4,2.16,26.6,1.3,0.08,2.25,10,1.9,12.5,1_LC08_118044_20250611_41_0,0.185132188,-0.003742946,0.186264683,48.5796407,-0.164768045,-0.114594794,0.248240246,-0.274185783,0.170880836,11/06/2025,1_LC08_118044_20250611,23.305633,120.31725,6,Xinying,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",0
43,Xinying,43,23.305633,120.31725,12/06/2025,35,27,0.24,1.1,1.7,76,14.2,2.14,20.4,1.8,0.04,2.19,10,2.1,12.8,1_LC08_118044_20250611_41_0,0.185132188,-0.003742946,0.186264683,48.5796407,-0.164768045,-0.114594794,0.248240246,-0.274185783,0.170880836,11/06/2025,1_LC08_118044_20250611,23.305633,120.31725,6,Xinying,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",-1
43,Xinying,43,23.305633,120.31725,05/09/2025,23,18,0.2,0.5,1.3,72,11.9,2.33,30.3,1.7,0.01,2.34,6,1.6,7.7,1_LC08_118044_20250830_41_0,0.191463623,0.032527678,0.192721925,44.74804028,-0.216224777,-0.030127135,0.245085363,-0.244757505,0.167314168,30/08/2025,1_LC08_118044_20250830,23.305633,120.31725,8,Xinying,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",-6
43,Xinying,43,23.305633,120.31725,06/09/2025,19,12,0.14,0.5,1.4,79,4.6,2.11,30.6,1.6,0.02,2.14,4,1.5,6.4,1_LC08_118044_20250830_41_0,0.191463623,0.032527678,0.192721925,44.74804028,-0.216224777,-0.030127135,0.245085363,-0.244757505,0.167314168,30/08/2025,1_LC08_118044_20250830,23.305633,120.31725,8,Xinying,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",-7
43,Xinying,43,23.305633,120.31725,07/09/2025,19,18,0.17,0.2,1.2,92,7.8,2.06,28,1.8,0.01,2.08,4,1.6,5.7,1_LC08_118044_20250830_41_0,0.191463623,0.032527678,0.192721925,44.74804028,-0.216224777,-0.030127135,0.245085363,-0.244757505,0.167314168,30/08/2025,1_LC08_118044_20250830,23.305633,120.31725,8,Xinying,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",-8
43,Xinying,43,23.305633,120.31725,08/09/2025,19,17,0.15,1,1.1,74,7.9,2.21,30.4,1.5,0.01,2.22,4,2,6.1,1_LC08_118044_20250915_41_0,0.158953453,0.033010157,0.176967974,45.82471658,-0.232044693,-0.030872263,0.261046883,-0.261046883,0.160908521,15/09/2025,1_LC08_118044_20250915,23.305633,120.31725,9,Xinying,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",7
43,Xinying,43,23.305633,120.31725,09/09/2025,14,15,0.14,0.8,0.9,70,3.3,2.08,30.1,1.3,0.01,2.1,4,1.3,5.7,1_LC08_118044_20250915_41_0,0.158953453,0.033010157,0.176967974,45.82471658,-0.232044693,-0.030872263,0.261046883,-0.261046883,0.160908521,15/09/2025,1_LC08_118044_20250915,23.305633,120.31725,9,Xinying,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",6
43,Xinying,43,23.305633,120.31725,10/09/2025,36,32,0.23,0.9,1,73,13.7,2.19,29.9,1.3,0.04,2.23,6,1,7.6,1_LC08_118044_20250915_41_0,0.158953453,0.033010157,0.176967974,45.82471658,-0.232044693,-0.030872263,0.261046883,-0.261046883,0.160908521,15/09/2025,1_LC08_118044_20250915,23.305633,120.31725,9,Xinying,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",5
43,Xinying,43,23.305633,120.31725,11/09/2025,54,29,0.24,1.4,1.2,81,19.9,2.18,26.7,1.6,0.03,2.21,7,1.4,8.9,1_LC08_118044_20250915_41_0,0.158953453,0.033010157,0.176967974,45.82471658,-0.232044693,-0.030872263,0.261046883,-0.261046883,0.160908521,15/09/2025,1_LC08_118044_20250915,23.305633,120.31725,9,Xinying,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",4
43,Xinying,43,23.305633,120.31725,12/09/2025,45,31,0.25,0.7,1.7,78,18.7,2.17,21.1,1.8,0.06,2.24,12,2.2,14.5,1_LC08_118044_20250915_41_0,0.158953453,0.033010157,0.176967974,45.82471658,-0.232044693,-0.030872263,0.261046883,-0.261046883,0.160908521,15/09/2025,1_LC08_118044_20250915,23.305633,120.31725,9,Xinying,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",3
43,Xinying,43,23.305633,120.31725,05/10/2025,14,14,0.2,0,0.9,89,8.1,2.29,27.6,1.1,0.01,2.31,7,1.8,9.1,2_LC09_118044_20251009_41_0,0.179074185,-0.006627314,0.181831809,41.2479878,-0.137464262,-0.113462907,0.245058006,-0.24707354,0.165252033,09/10/2025,2_LC09_118044_20251009,23.305633,120.31725,10,Xinying,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",4
43,Xinying,43,23.305633,120.31725,06/10/2025,21,21,0.15,1.8,1.3,73,8.4,2.12,31.2,1.5,0.03,2.16,7,1.8,9.8,2_LC09_118044_20251009_41_0,0.179074185,-0.006627314,0.181831809,41.2479878,-0.137464262,-0.113462907,0.245058006,-0.24707354,0.165252033,09/10/2025,2_LC09_118044_20251009,23.305633,120.31725,10,Xinying,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",3
43,Xinying,43,23.305633,120.31725,07/10/2025,4,19,0.13,0,0.8,96,2.3,2.14,25.5,1.2,0.02,2.16,5,1.9,7.2,2_LC09_118044_20251009_41_0,0.179074185,-0.006627314,0.181831809,41.2479878,-0.137464262,-0.113462907,0.245058006,-0.24707354,0.165252033,09/10/2025,2_LC09_118044_20251009,23.305633,120.31725,10,Xinying,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",2
43,Xinying,43,23.305633,120.31725,08/10/2025,11,15,0.12,0.5,1.4,70,4.5,2.02,30.5,1.9,0.01,2.04,3,2.1,5.2,2_LC09_118044_20251009_41_0,0.179074185,-0.006627314,0.181831809,41.2479878,-0.137464262,-0.113462907,0.245058006,-0.24707354,0.165252033,09/10/2025,2_LC09_118044_20251009,23.305633,120.31725,10,Xinying,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",1
43,Xinying,43,23.305633,120.31725,09/10/2025,14,15,0.13,0.6,1,77,2.6,2.1,29.2,1.3,0.03,2.14,3,2.4,6,2_LC09_118044_20251009_41_0,0.179074185,-0.006627314,0.181831809,41.2479878,-0.137464262,-0.113462907,0.245058006,-0.24707354,0.165252033,09/10/2025,2_LC09_118044_20251009,23.305633,120.31725,10,Xinying,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",0
43,Xinying,43,23.305633,120.31725,10/10/2025,37,41,0.26,1.4,0.9,69,15.6,2.29,30.2,1.2,0.03,2.34,6,1.2,7.7,2_LC09_118044_20251009_41_0,0.179074185,-0.006627314,0.181831809,41.2479878,-0.137464262,-0.113462907,0.245058006,-0.24707354,0.165252033,09/10/2025,2_LC09_118044_20251009,23.305633,120.31725,10,Xinying,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",-1
43,Xinying,43,23.305633,120.31725,11/10/2025,40,24,0.28,0.4,1.9,86,12.2,2.12,24.5,2,0.04,2.17,9,1.3,11.3,2_LC09_118044_20251009_41_0,0.179074185,-0.006627314,0.181831809,41.2479878,-0.137464262,-0.113462907,0.245058006,-0.24707354,0.165252033,09/10/2025,2_LC09_118044_20251009,23.305633,120.31725,10,Xinying,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",-2
